,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7,channel 8,channel 9,channel 10,channel 11,channel 12,channel 13,channel 14,channel 15,channel 16,channel 17,channel 18
0,102,106,246,447,296,245,68,56,0.42974853515625,0.66839599609375,0.2691650390625,-0.54412841796875,-0.8486328125,0.2158203125,0.00439453125,-46.75,-6.0,5.375
0,93,113,292,496,293,254,69,59,0.43487548828125,0.66351318359375,0.2738037109375,-0.543701171875,-0.8076171875,0.1064453125,0.0224609375,-46.0,-6.75,0.3125
0,82,111,325,518,307,253,74,58,0.43695068359375,0.661865234375,0.27520751953125,-0.5433349609375,-0.84716796875,0.20654296875,-0.00439453125,-16.5625,-2.0,2.25
0,109,135,345,499,317,276,80,80,0.43841552734375,0.662841796875,0.27459716796875,-0.54132080078125,-0.92236328125,0.34228515625,-0.0712890625,-5.1875,3.8125,8.5625
0,140,140,320,418,256,263,84,75,0.4427490234375,0.6627197265625,0.275390625,-0.5374755859375,-0.96337890625,0.41455078125,-0.078125,-26.0,6.1875,11.625
0,149,132,278,396,243,185,87,72,0.4500732421875,0.66058349609375,0.27972412109375,-0.53179931640625,-0.92041015625,0.36279296875,-0.0986328125,-56.5625,9.5625,12.125
0,148,131,226,320,244,200,89,74,0.45806884765625,0.6572265625,0.285400390625,-0.5260009765625,-0.89404296875,0.2578125,-0.0341796875,-66.0625,12.9375,14.0
0,151,137,199,250,209,206,95,81,0.46435546875,0.653076171875,0.291259765625,-0.52252197265625,-0.9228515625,0.1650390625,0.02587890625,-56.9375,9.0,7.75
0,134,114,162,160,407,277,116,200,0.46917724609375,0.64892578125,0.2940673828125,-0.521728515625,-1.0087890625,0.2255859375,0.06884765625,-37.125,-4.375,5.25
0,95,100,152,148,445,299,117,215,0.47357177734375,0.64642333984375,0.2928466796875,-0.52154541015625,-0.9990234375,0.30419921875,0.1083984375,-17.5,-9.8125,15.0625
0,77,102,158,169,449,300,112,217,0.4771728515625,0.64300537109375,0.29205322265625,-0.52294921875,-0.95849609375,0.24609375,0.0263671875,-17.1875,-21.75,8.5
0,80,117,185,185,445,284,114,223,0.47930908203125,0.64105224609375,0.28973388671875,-0.52471923828125,-0.9169921875,0.1923828125,-0.0078125,-3.875,-23.625,14.0
0,113,139,184,211,464,275,106,224,0.47918701171875,0.64111328125,0.28729248046875,-0.52606201171875,-0.89453125,0.14306640625,-0.0625,8.6875,-16.1875,14.875
0,116,162,304,289,335,191,76,125,0.4776611328125,0.6441650390625,0.28271484375,-0.5262451171875,-0.876953125,0.34228515625,-0.09326171875,25.8125,-8.25,13.25
0,113,164,326,315,290,163,79,154,0.4786376953125,0.64544677734375,0.281494140625,-0.5244140625,-0.93017578125,0.38818359375,-0.1015625,-2.0625,-1.8125,9.75
0,115,163,330,343,350,187,90,156,0.4815673828125,0.6431884765625,0.28594970703125,-0.5220947265625,-0.9892578125,0.2509765625,-0.1201171875,-37.0,0.75,0.875
0,119,159,342,447,499,253,97,152,0.48345947265625,0.639404296875,0.29339599609375,-0.5208740234375,-1.0361328125,0.08056640625,-0.05859375,-42.75,6.125,-7.125
0,85,140,360,485,542,260,96,148,0.48040771484375,0.63958740234375,0.299072265625,-0.520263671875,-1.0146484375,0.09228515625,-0.0966796875,-8.4375,17.0,-12.5625
0,81,117,295,472,530,258,106,144,0.47406005859375,0.6441650390625,0.30023193359375,-0.519775390625,-1.02001953125,0.205078125,-0.11767578125,29.1875,22.1875,-6.25
0,90,131,329,528,567,315,119,98,0.467529296875,0.65118408203125,0.29766845703125,-0.5184326171875,-0.98779296875,0.349609375,-0.12109375,46.4375,23.75,3.0
0,91,127,327,508,542,324,124,105,0.46240234375,0.657470703125,0.2950439453125,-0.51654052734375,-0.94580078125,0.36767578125,-0.12548828125,38.875,21.5,5.5
0,97,128,320,448,438,306,117,125,0.45770263671875,0.66278076171875,0.292724609375,-0.51531982421875,-0.91357421875,0.36328125,-0.0947265625,35.8125,19.125,2.3125
0,95,125,296,426,453,310,120,135,0.453125,0.66796875,0.2899169921875,-0.51416015625,-0.90771484375,0.36572265625,-0.14501953125,35.75,14.125,4.0
0,93,119,276,396,460,324,120,136,0.45086669921875,0.67156982421875,0.28839111328125,-0.5123291015625,-0.89697265625,0.4189453125,-0.1142578125,19.0,14.1875,1.75
0,90,130,255,318,504,285,111,132,0.45111083984375,0.67333984375,0.28802490234375,-0.510009765625,-0.97509765625,0.40478515625,-0.0732421875,1.1875,12.9375,5.625
0,90,144,248,311,495,260,112,152,0.45355224609375,0.6729736328125,0.28826904296875,-0.50823974609375,-0.953125,0.32421875,0.03173828125,-11.8125,9.125,9.75
0,94,164,216,270,467,222,134,210,0.45458984375,0.67254638671875,0.28631591796875,-0.50897216796875,-0.951171875,0.27099609375,0.09228515625,5.375,-0.0625,11.0
0,109,209,231,226,395,223,134,211,0.45526123046875,0.6715087890625,0.28179931640625,-0.51226806640625,-1.05859375,0.32470703125,0.11865234375,17.125,-15.9375,11.5
0,120,228,217,217,390,198,150,235,0.45947265625,0.6689453125,0.27618408203125,-0.51483154296875,-0.92919921875,0.40771484375,0.07666015625,0.9375,-30.9375,17.8125
0,128,216,151,169,294,196,200,271,0.4664306640625,0.66473388671875,0.272216796875,-0.51611328125,-0.75048828125,0.36572265625,0.0322265625,-22.5625,-34.6875,19.375
0,132,215,157,173,319,238,229,318,0.47113037109375,0.65948486328125,0.2708740234375,-0.519287109375,-0.736328125,0.14794921875,0.0634765625,-21.4375,-33.625,9.9375
0,125,196,152,156,339,245,225,292,0.47052001953125,0.65667724609375,0.27020263671875,-0.5238037109375,-0.80029296875,0.060546875,-0.02734375,3.25,-27.75,-1.0625
0,122,151,93,128,335,228,232,313,0.46807861328125,0.6573486328125,0.2674560546875,-0.52655029296875,-0.8671875,0.29150390625,-0.056640625,22.3125,-14.9375,-2.4375
0,126,120,91,114,312,239,256,378,0.4676513671875,0.65869140625,0.26507568359375,-0.52642822265625,-1.05322265625,0.46875,-0.0869140625,10.375,-6.5625,4.0625
0,118,113,90,107,278,226,238,366,0.47137451171875,0.6561279296875,0.26708984375,-0.5252685546875,-1.02294921875,0.30322265625,-0.0927734375,-30.9375,-9.625,6.9375
0,114,97,79,103,241,178,204,354,0.47320556640625,0.6534423828125,0.2703857421875,-0.5252685546875,-0.8740234375,0.14892578125,-0.09912109375,-26.4375,-8.25,-0.0625
0,111,87,79,101,209,159,200,355,0.4708251953125,0.6556396484375,0.27117919921875,-0.52435302734375,-0.81640625,0.20556640625,-0.15087890625,7.6875,6.25,0.9375
0,122,86,75,96,204,167,203,349,0.4681396484375,0.658935546875,0.2716064453125,-0.52227783203125,-0.89111328125,0.37646484375,-0.13037109375,11.75,15.25,-3.0
0,122,103,79,97,259,238,229,331,0.4676513671875,0.6602783203125,0.272216796875,-0.52069091796875,-0.9580078125,0.39599609375,-0.0341796875,1.0,11.4375,-1.125
0,123,102,96,162,258,247,243,378,0.46917724609375,0.65948486328125,0.27197265625,-0.5205078125,-1.0068359375,0.4169921875,0.02490234375,-6.375,-1.875,0.625
0,135,111,99,175,258,243,246,347,0.47174072265625,0.6573486328125,0.27044677734375,-0.52166748046875,-0.9970703125,0.36767578125,0.0302734375,-8.0625,-16.0,6.25
0,154,132,95,167,247,242,241,390,0.47467041015625,0.6534423828125,0.26971435546875,-0.5242919921875,-1.015625,0.27001953125,0.0791015625,-13.5,-22.5625,4.5
0,269,179,111,177,231,235,243,433,0.47601318359375,0.6502685546875,0.2686767578125,-0.527587890625,-1.0283203125,0.1982421875,0.0751953125,-4.0,-22.8125,5.1875
0,413,231,125,187,164,137,231,460,0.4752197265625,0.64862060546875,0.26708984375,-0.53118896484375,-1.0419921875,0.16796875,0.072265625,10.25,-17.6875,4.4375
0,477,266,125,138,176,121,202,426,0.472412109375,0.6500244140625,0.26434326171875,-0.53326416015625,-1.015625,0.24658203125,0.03125,26.1875,-5.8125,5.625
0,534,335,137,125,178,120,209,495,0.468994140625,0.654052734375,0.25958251953125,-0.53369140625,-1.09912109375,0.39599609375,0.07373046875,40.375,7.125,11.875
0,614,375,154,136,170,132,242,510,0.464599609375,0.65948486328125,0.25518798828125,-0.53302001953125,-1.109375,0.359375,-0.0712890625,41.6875,9.25,15.625
0,625,378,147,149,180,155,263,552,0.4625244140625,0.66143798828125,0.25164794921875,-0.53399658203125,-1.0478515625,0.2978515625,0.02197265625,26.0625,-2.5,12.75
0,636,421,147,157,195,243,292,605,0.462158203125,0.66180419921875,0.2471923828125,-0.5360107421875,-0.93603515625,0.37939453125,-0.0361328125,18.0,-20.25,9.0
0,721,448,151,187,178,243,312,695,0.46234130859375,0.66094970703125,0.244140625,-0.5382080078125,-0.88525390625,0.37890625,-0.03466796875,8.1875,-22.0,1.75
0,720,476,171,193,178,251,328,702,0.46112060546875,0.662109375,0.24139404296875,-0.53912353515625,-0.93408203125,0.32373046875,-0.07177734375,15.75,-10.6875,7.5625
0,678,464,187,206,191,274,359,763,0.460205078125,0.66302490234375,0.238525390625,-0.5400390625,-0.97705078125,0.3720703125,-0.06201171875,14.1875,-11.625,6.25
0,746,482,191,206,177,265,380,771,0.460693359375,0.6632080078125,0.23687744140625,-0.5401611328125,-0.96044921875,0.3759765625,-0.08837890625,1.375,-11.375,7.1875
0,733,490,199,210,165,184,401,907,0.46221923828125,0.66070556640625,0.238525390625,-0.5411376953125,-0.97900390625,0.27197265625,-0.05078125,-17.625,-13.25,-1.3125
0,704,472,215,203,150,189,473,942,0.4622802734375,0.65887451171875,0.24017333984375,-0.5426025390625,-0.99365234375,0.22265625,-0.0478515625,-9.75,-11.1875,-2.9375
0,795,468,199,218,196,189,555,1031,0.459716796875,0.65911865234375,0.24127197265625,-0.54400634765625,-0.98779296875,0.19677734375,-0.0654296875,6.875,-3.375,-4.5
0,821,476,181,223,210,162,543,1042,0.4559326171875,0.66180419921875,0.240234375,-0.54437255859375,-0.921875,0.3173828125,-0.083984375,23.0,3.25,-3.9375
0,778,636,229,263,249,231,623,1132,0.451171875,0.664306640625,0.239501953125,-0.545654296875,-0.927734375,0.31005859375,-0.0712890625,26.875,2.5,-10.5
0,795,670,235,288,280,348,688,1070,0.447998046875,0.666259765625,0.23779296875,-0.546630859375,-0.95458984375,0.408203125,-0.0185546875,23.5625,1.4375,-7.75
0,828,728,256,313,320,380,721,1093,0.448974609375,0.6658935546875,0.236572265625,-0.54681396484375,-0.88671875,0.38232421875,0.10400390625,1.75,0.5625,2.25
0,741,790,266,326,309,396,663,999,0.4503173828125,0.6661376953125,0.2333984375,-0.5467529296875,-0.7333984375,0.390625,0.07177734375,6.875,-4.75,8.9375
0,772,820,297,337,303,438,681,984,0.4493408203125,0.6680908203125,0.22784423828125,-0.54754638671875,-0.63623046875,0.3544921875,-0.03369140625,26.3125,-12.0,11.0
0,825,784,330,357,320,415,654,898,0.44732666015625,0.66998291015625,0.2230224609375,-0.54888916015625,-0.880859375,0.4462890625,0.0615234375,30.75,-5.125,3.75
0,779,883,444,362,320,351,569,893,0.44952392578125,0.66876220703125,0.2216796875,-0.549072265625,-1.0322265625,0.42578125,0.08203125,-5.125,-6.0,7.875
0,707,882,456,372,321,320,508,770,0.45001220703125,0.66827392578125,0.219482421875,-0.55010986328125,-1.07177734375,0.3427734375,0.0283203125,5.5625,-10.5625,11.4375
0,764,882,542,366,316,314,526,843,0.45172119140625,0.6671142578125,0.21649169921875,-0.55133056640625,-1.0126953125,0.30419921875,0.03173828125,2.0,-17.5,18.125
0,756,873,637,410,339,264,510,836,0.45147705078125,0.666748046875,0.214111328125,-0.55291748046875,-1.01220703125,0.19140625,0.10205078125,11.5,-7.75,17.1875
0,652,866,622,376,325,285,486,775,0.4490966796875,0.6678466796875,0.21051025390625,-0.554931640625,-0.912109375,0.201171875,0.05712890625,27.0625,-8.1875,12.5625
0,668,773,558,368,310,283,481,709,0.4495849609375,0.66943359375,0.2052001953125,-0.5545654296875,-0.73681640625,0.39306640625,0.0517578125,19.5625,-5.3125,18.5
0,695,791,576,335,279,333,440,829,0.45050048828125,0.67138671875,0.2012939453125,-0.55291748046875,-0.5185546875,0.3330078125,-0.0166015625,10.9375,-0.4375,16.8125
0,643,741,555,336,335,326,399,753,0.4527587890625,0.6719970703125,0.19915771484375,-0.55108642578125,-0.4833984375,0.3544921875,0.0546875,-1.1875,3.8125,11.1875
0,580,733,441,252,301,314,368,711,0.453125,0.67205810546875,0.1978759765625,-0.55120849609375,-0.64404296875,0.3388671875,0.0654296875,4.3125,-0.6875,1.5625
0,560,635,413,236,266,276,271,695,0.45556640625,0.6715087890625,0.19415283203125,-0.55120849609375,-0.6123046875,0.41455078125,0.03173828125,1.0,-13.0,12.0
0,501,534,391,211,408,240,207,629,0.45977783203125,0.6710205078125,0.19091796875,-0.54937744140625,-0.59228515625,0.37939453125,0.09326171875,-7.3125,-2.8125,22.3125
0,421,401,320,227,474,148,151,471,0.464599609375,0.67034912109375,0.19207763671875,-0.54571533203125,-0.8115234375,0.3935546875,0.09521484375,-25.9375,14.3125,18.125
0,334,282,188,207,470,117,142,438,0.46441650390625,0.669921875,0.20025634765625,-0.54345703125,-1.0634765625,0.1591796875,-0.02587890625,-29.5625,26.0625,-6.5625
0,271,200,146,217,478,92,142,397,0.46514892578125,0.6678466796875,0.2080078125,-0.54248046875,-0.9306640625,0.24609375,-0.00634765625,-33.9375,15.5625,-17.25
0,259,200,162,272,478,93,134,379,0.46502685546875,0.665283203125,0.2171630859375,-0.5421142578125,-0.85107421875,0.248046875,-0.02880859375,-36.375,14.875,-30.8125
0,290,210,173,276,351,84,147,372,0.462158203125,0.66485595703125,0.2261962890625,-0.54150390625,-0.9931640625,0.25341796875,-0.06591796875,-21.0625,23.375,-32.6875
0,222,208,172,263,241,64,138,327,0.4547119140625,0.66748046875,0.2308349609375,-0.5426025390625,-1.16015625,0.318359375,-0.0654296875,20.5625,21.375,-32.125
0,210,210,174,259,137,64,138,300,0.44805908203125,0.67108154296875,0.2281494140625,-0.5447998046875,-1.2421875,0.55078125,-0.091796875,43.9375,-1.0,-17.25
0,215,195,160,251,110,65,132,291,0.44732666015625,0.67156982421875,0.224365234375,-0.54638671875,-1.13916015625,0.6123046875,-0.08642578125,15.875,-18.9375,-3.0
0,217,169,139,173,98,55,136,297,0.45068359375,0.66864013671875,0.22308349609375,-0.54766845703125,-1.0322265625,0.4404296875,-0.021484375,-15.3125,-23.4375,5.3125
0,153,138,106,141,90,53,126,267,0.4521484375,0.66619873046875,0.2218017578125,-0.54998779296875,-0.97119140625,0.34033203125,-0.005859375,-5.5,-23.0,2.6875
0,131,119,97,113,83,53,121,232,0.45074462890625,0.6651611328125,0.2197265625,-0.55322265625,-0.94873046875,0.28759765625,-0.0517578125,11.5,-23.9375,-1.25
0,110,97,65,88,79,48,112,214,0.44952392578125,0.664306640625,0.218994140625,-0.5555419921875,-0.87744140625,0.30615234375,-0.048828125,6.25,-16.5625,-6.6875
0,97,64,55,82,64,39,80,135,0.449462890625,0.66351318359375,0.2193603515625,-0.556396484375,-0.826171875,0.33349609375,-0.01416015625,-2.9375,-6.8125,-6.1875
0,68,75,62,86,80,39,63,109,0.44964599609375,0.66241455078125,0.22064208984375,-0.55706787109375,-0.794921875,0.3349609375,0.01416015625,-7.125,-3.6875,-10.0625
0,69,94,71,84,74,39,47,96,0.44970703125,0.66119384765625,0.22265625,-0.55767822265625,-0.7763671875,0.30712890625,0.02001953125,-9.125,-1.0625,-12.0
0,70,98,65,80,283,40,59,128,0.44842529296875,0.6602783203125,0.2249755859375,-0.558837890625,-0.86962890625,0.3251953125,0.0419921875,-3.25,1.1875,-17.5625
0,62,99,64,75,332,40,61,125,0.4478759765625,0.6591796875,0.2264404296875,-0.5599365234375,-0.93359375,0.37939453125,0.041015625,-3.625,-2.0625,-14.6875
0,63,98,65,62,344,41,61,124,0.44952392578125,0.6561279296875,0.2291259765625,-0.5611572265625,-0.9208984375,0.3525390625,0.04248046875,-20.875,-9.1875,-13.6875
0,63,83,55,44,341,39,61,134,0.451904296875,0.651611328125,0.2315673828125,-0.5634765625,-0.86865234375,0.30419921875,0.06201171875,-25.125,-18.4375,-13.75
0,52,54,44,54,342,40,58,135,0.45196533203125,0.648193359375,0.2332763671875,-0.566650390625,-0.91552734375,0.275390625,0.037109375,-10.25,-19.5,-16.6875
0,46,45,47,55,208,40,42,100,0.45147705078125,0.6444091796875,0.2344970703125,-0.57086181640625,-0.97607421875,0.2666015625,0.08154296875,-5.8125,-22.5625,-18.375
0,46,41,56,91,123,38,38,97,0.451171875,0.63983154296875,0.2349853515625,-0.5760498046875,-0.99365234375,0.3232421875,0.1044921875,-4.75,-30.75,-22.5
0,54,71,76,131,110,44,37,95,0.4517822265625,0.63409423828125,0.23492431640625,-0.5819091796875,-1.0048828125,0.31298828125,0.103515625,-8.8125,-40.4375,-20.25
0,57,87,84,146,169,48,35,58,0.45404052734375,0.62823486328125,0.23553466796875,-0.58624267578125,-1.01953125,0.30419921875,0.0673828125,-20.1875,-39.375,-13.125
0,54,86,82,141,179,46,35,60,0.456298828125,0.6217041015625,0.2357177734375,-0.59136962890625,-1.0126953125,0.2314453125,0.15234375,-17.6875,-41.0,-10.3125
0,79,89,80,146,177,44,43,115,0.45599365234375,0.6170654296875,0.232421875,-0.59765625,-0.93896484375,0.19677734375,0.1728515625,10.0625,-43.5,-6.375
0,96,103,76,129,171,48,143,132,0.45428466796875,0.6151123046875,0.226806640625,-0.6031494140625,-0.943359375,0.29541015625,0.158203125,27.75,-37.125,-3.5625
0,99,104,65,112,157,46,155,150,0.45465087890625,0.6126708984375,0.22161865234375,-0.60723876953125,-0.96240234375,0.353515625,0.19873046875,15.9375,-33.75,1.375
0,97,96,56,94,84,44,164,155,0.45458984375,0.610107421875,0.2183837890625,-0.61102294921875,-0.94970703125,0.29248046875,0.12890625,8.75,-32.75,-2.125
0,100,101,58,100,68,48,179,181,0.4532470703125,0.6077880859375,0.2188720703125,-0.61419677734375,-0.96435546875,0.19189453125,0.0478515625,-0.3125,-24.25,-11.375
0,94,102,65,141,77,55,220,212,0.4505615234375,0.60748291015625,0.21875,-0.61651611328125,-0.9384765625,0.15771484375,0.04443359375,10.875,-14.1875,-7.5
0,82,93,64,147,99,66,184,207,0.44659423828125,0.60870361328125,0.21728515625,-0.61871337890625,-0.93505859375,0.1318359375,0.0595703125,24.3125,-9.25,-3.75
0,90,89,60,133,100,71,244,402,0.44097900390625,0.60906982421875,0.21807861328125,-0.62213134765625,-0.98046875,0.07373046875,0.037109375,21.8125,-10.3125,-17.8125
0,114,85,61,144,113,77,295,447,0.4326171875,0.610595703125,0.2161865234375,-0.62713623046875,-0.98046875,0.10498046875,0.08056640625,46.375,-12.125,-23.25
0,114,79,61,172,166,113,302,450,0.423583984375,0.61260986328125,0.2132568359375,-0.63226318359375,-1.00390625,0.1708984375,0.09326171875,53.0,-11.9375,-26.4375
0,197,82,69,169,176,118,293,565,0.414306640625,0.61492919921875,0.2109375,-0.63690185546875,-0.982421875,0.1728515625,0.0146484375,50.75,-11.875,-29.0625
0,231,82,72,175,167,121,352,589,0.4046630859375,0.61737060546875,0.20819091796875,-0.64166259765625,-0.9921875,0.2236328125,0.048828125,53.6875,-9.8125,-32.875
0,225,64,70,183,169,121,340,492,0.3958740234375,0.619384765625,0.2052001953125,-0.64617919921875,-1.0361328125,0.2626953125,0.07373046875,50.5,-11.0625,-31.3125
0,215,65,71,191,170,120,294,459,0.38873291015625,0.6190185546875,0.20477294921875,-0.65093994140625,-1.04296875,0.21533203125,0.0849609375,30.5625,-15.8125,-35.0
0,240,112,79,178,120,98,291,562,0.3809814453125,0.619384765625,0.20269775390625,-0.65582275390625,-0.99609375,0.1943359375,0.1005859375,41.375,-15.4375,-31.0
0,182,112,72,156,103,94,278,441,0.37237548828125,0.62213134765625,0.19744873046875,-0.6597900390625,-0.98681640625,0.24609375,0.099609375,59.4375,-8.5625,-21.75
0,147,113,78,185,109,85,194,421,0.36590576171875,0.62420654296875,0.19207763671875,-0.66302490234375,-0.9599609375,0.30322265625,0.0966796875,49.8125,-11.25,-17.0
0,159,118,81,223,122,95,233,434,0.3609619140625,0.62457275390625,0.18914794921875,-0.6661376953125,-0.87939453125,0.23779296875,0.1025390625,31.9375,-12.4375,-18.375
0,157,116,79,219,113,90,245,427,0.3560791015625,0.625,0.1864013671875,-0.669189453125,-0.86962890625,0.23046875,0.12548828125,31.5,-10.25,-18.75
0,123,82,71,209,105,77,255,279,0.3514404296875,0.62664794921875,0.18402099609375,-0.6707763671875,-0.88818359375,0.236328125,0.09619140625,29.625,-1.875,-14.625
0,114,76,64,206,105,77,252,383,0.34716796875,0.62811279296875,0.1815185546875,-0.67230224609375,-0.9111328125,0.20166015625,0.13134765625,29.1875,-0.5625,-10.5
0,102,72,58,171,92,75,249,385,0.3431396484375,0.62933349609375,0.177734375,-0.67425537109375,-0.9541015625,0.2431640625,0.15576171875,32.9375,-4.75,-8.25
0,86,65,63,114,67,57,161,354,0.341064453125,0.62921142578125,0.17523193359375,-0.676025390625,-0.951171875,0.2548828125,0.14453125,18.0625,-9.75,-7.4375
0,82,65,61,90,61,59,144,373,0.3402099609375,0.62762451171875,0.17578125,-0.67779541015625,-0.93408203125,0.20703125,0.12841796875,-0.8125,-11.375,-12.0
0,74,52,68,87,59,59,90,360,0.3394775390625,0.62603759765625,0.1783447265625,-0.67901611328125,-0.91259765625,0.166015625,0.1376953125,-9.1875,-5.3125,-15.75
0,78,76,184,146,104,53,78,215,0.33856201171875,0.62408447265625,0.1824951171875,-0.68011474609375,-0.8798828125,0.1279296875,0.17626953125,-14.9375,-0.25,-20.6875
0,80,96,257,297,139,58,68,182,0.3372802734375,0.62298583984375,0.1884765625,-0.68011474609375,-0.86572265625,0.10546875,0.1826171875,-20.0,12.0625,-24.75
0,96,134,401,504,242,78,63,161,0.3355712890625,0.62335205078125,0.1942138671875,-0.67901611328125,-0.890625,0.13330078125,0.162109375,-16.125,20.0625,-24.3125
0,108,166,514,577,323,89,49,100,0.33319091796875,0.6241455078125,0.1998291015625,-0.6778564453125,-0.8701171875,0.10498046875,0.1396484375,-12.75,21.6875,-24.4375
0,108,172,548,652,350,97,47,83,0.33056640625,0.6253662109375,0.20391845703125,-0.6767578125,-0.89892578125,0.150390625,0.158203125,-5.375,22.0,-22.8125
0,112,176,563,772,394,142,42,63,0.32958984375,0.62542724609375,0.20660400390625,-0.6763916015625,-0.97265625,0.2734375,0.2138671875,-7.9375,13.4375,-22.9375
0,121,203,655,917,495,251,56,61,0.3328857421875,0.6226806640625,0.2120361328125,-0.67559814453125,-0.94921875,0.29833984375,0.21240234375,-39.75,4.0625,-20.375
0,118,189,616,848,464,272,53,53,0.33831787109375,0.6197509765625,0.2176513671875,-0.673828125,-0.8779296875,0.29052734375,0.0703125,-51.125,-4.625,-11.4375
0,114,172,555,834,438,286,62,55,0.345947265625,0.61492919921875,0.22479248046875,-0.6719970703125,-0.9326171875,0.21875,0.12255859375,-67.3125,-8.625,-5.5625
0,115,177,549,799,434,296,69,57,0.35394287109375,0.609619140625,0.232177734375,-0.670166015625,-0.97998046875,0.203125,0.12939453125,-70.5625,-11.0,-4.25
0,103,165,517,690,400,321,74,57,0.3614501953125,0.6036376953125,0.23944091796875,-0.66900634765625,-1.05712890625,0.1015625,0.17041015625,-67.75,-13.875,-0.625
0,92,136,400,492,315,327,73,65,0.36773681640625,0.5994873046875,0.24530029296875,-0.667236328125,-1.015625,0.0595703125,0.1455078125,-54.6875,-8.0,5.625
0,79,125,357,462,337,321,74,67,0.37158203125,0.59979248046875,0.247314453125,-0.6640625,-0.9921875,0.0859375,0.068359375,-25.0625,4.6875,17.25
0,70,113,319,422,315,309,66,63,0.3753662109375,0.6024169921875,0.24774169921875,-0.65936279296875,-1.056640625,0.09228515625,0.0673828125,-16.1875,14.875,29.6875
0,70,93,269,388,295,301,57,60,0.37939453125,0.60528564453125,0.24835205078125,-0.6541748046875,-1.07275390625,0.12109375,0.0625,-18.0625,17.9375,29.9375
0,69,88,248,402,279,255,53,87,0.3856201171875,0.6063232421875,0.2503662109375,-0.6488037109375,-1.09814453125,0.1259765625,0.1484375,-34.0,17.4375,31.8125
0,60,70,182,472,216,138,107,152,0.394287109375,0.6048583984375,0.25384521484375,-0.64361572265625,-1.09619140625,0.099609375,0.20703125,-52.9375,11.5,34.125
0,61,64,155,519,159,112,123,156,0.4029541015625,0.601318359375,0.25653076171875,-0.64044189453125,-1.1494140625,0.1123046875,0.2783203125,-50.4375,-0.9375,29.375
0,59,61,144,559,167,154,128,160,0.41162109375,0.59832763671875,0.259033203125,-0.63677978515625,-1.18603515625,0.08447265625,0.17919921875,-50.25,-5.625,35.1875
0,53,68,145,618,250,269,130,161,0.42120361328125,0.59326171875,0.2640380859375,-0.6331787109375,-1.09033203125,-0.0703125,0.20849609375,-65.25,-6.125,36.1875
0,161,99,153,651,283,350,135,153,0.429931640625,0.58843994140625,0.26849365234375,-0.62994384765625,-1.02490234375,-0.03076171875,0.2548828125,-58.9375,-3.1875,31.1875
0,209,117,134,618,311,358,92,80,0.43682861328125,0.58477783203125,0.27032470703125,-0.6278076171875,-1.0849609375,0.01171875,0.30615234375,-38.875,-3.875,30.625
0,222,118,154,751,321,354,70,71,0.44451904296875,0.5811767578125,0.26983642578125,-0.6258544921875,-1.0888671875,0.1337890625,0.29443359375,-33.9375,-13.1875,33.125
0,230,120,157,781,322,336,64,63,0.453857421875,0.57769775390625,0.27032470703125,-0.6221923828125,-0.97314453125,0.23779296875,0.197265625,-48.0,-12.9375,32.3125
0,252,123,159,783,268,252,62,63,0.46466064453125,0.57220458984375,0.27447509765625,-0.61749267578125,-0.94580078125,0.14453125,0.18798828125,-71.5625,-10.0,31.5625
0,229,121,155,788,231,119,56,53,0.4747314453125,0.56689453125,0.2784423828125,-0.6129150390625,-1.0,0.10595703125,0.275390625,-66.125,-4.5625,33.1875
0,193,95,169,859,202,86,56,55,0.4837646484375,0.5631103515625,0.27960205078125,-0.60882568359375,-1.01123046875,0.16796875,0.28515625,-48.5,-7.0,36.125
0,212,105,148,820,199,86,56,59,0.49285888671875,0.5599365234375,0.279541015625,-0.60443115234375,-0.96826171875,0.2197265625,0.228515625,-45.0625,-11.125,38.875
0,236,111,148,794,179,80,56,61,0.50286865234375,0.55694580078125,0.2796630859375,-0.598876953125,-0.91455078125,0.2255859375,0.1953125,-50.4375,-9.5625,44.375
0,250,115,150,824,191,80,57,69,0.51239013671875,0.5540771484375,0.27984619140625,-0.5933837890625,-0.88427734375,0.15869140625,0.2421875,-46.75,-5.25,47.4375
0,238,96,156,793,190,78,49,68,0.5206298828125,0.550537109375,0.280029296875,-0.58941650390625,-0.9013671875,0.16748046875,0.279296875,-41.5,-8.4375,37.4375
0,255,96,132,667,170,74,79,78,0.52734375,0.54730224609375,0.2803955078125,-0.5863037109375,-0.90771484375,0.16943359375,0.21826171875,-36.25,-11.9375,30.5
0,261,121,214,643,155,71,81,89,0.5335693359375,0.54241943359375,0.2816162109375,-0.5845947265625,-0.92431640625,0.1005859375,0.2783203125,-38.0,-15.4375,23.9375
0,238,120,234,618,157,71,91,87,0.53790283203125,0.5384521484375,0.2818603515625,-0.584228515625,-0.94921875,0.0966796875,0.2705078125,-24.0,-18.125,18.8125
0,256,119,247,543,188,75,122,84,0.54205322265625,0.533935546875,0.283203125,-0.58380126953125,-0.90771484375,0.14599609375,0.23876953125,-30.6875,-17.8125,10.0
0,263,127,279,646,234,78,134,82,0.54705810546875,0.5301513671875,0.2838134765625,-0.582275390625,-0.9443359375,0.26953125,0.28271484375,-31.9375,-14.3125,12.25
