,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7,channel 8,channel 9,channel 10,channel 11,channel 12,channel 13,channel 14,channel 15,channel 16,channel 17,channel 18
0,245,133,320,733,255,89,118,69,0.552490234375,0.5269775390625,0.284912109375,-0.5794677734375,-0.93115234375,0.27001953125,0.23876953125,-35.8125,-10.375,17.4375
0,211,121,298,704,414,104,117,57,0.55810546875,0.523193359375,0.28619384765625,-0.576904296875,-0.85888671875,0.205078125,0.265625,-36.6875,-9.9375,18.5
0,268,140,315,787,454,113,112,63,0.56072998046875,0.52392578125,0.28387451171875,-0.5748291015625,-0.86328125,0.26513671875,0.265625,-1.875,-3.625,22.25
0,226,142,327,811,452,114,79,61,0.56439208984375,0.52545166015625,0.2808837890625,-0.57135009765625,-0.875,0.427734375,0.21630859375,-6.4375,-3.8125,23.875
0,213,147,364,821,492,113,66,65,0.57000732421875,0.52435302734375,0.2799072265625,-0.5672607421875,-0.82373046875,0.3525390625,0.21435546875,-27.0625,-6.9375,26.375
0,221,153,355,806,570,115,65,71,0.5751953125,0.52178955078125,0.2794189453125,-0.5645751953125,-0.72998046875,0.18212890625,0.25927734375,-25.375,-8.8125,25.75
0,235,158,373,872,492,110,64,76,0.57684326171875,0.52178955078125,0.277587890625,-0.56378173828125,-0.72412109375,0.17333984375,0.263671875,1.5,-4.6875,17.0625
0,183,150,359,864,481,104,68,83,0.5760498046875,0.5242919921875,0.27392578125,-0.5640869140625,-0.76513671875,0.2138671875,0.234375,23.25,-5.0,13.75
0,171,148,351,900,506,112,66,85,0.5767822265625,0.52777099609375,0.26898193359375,-0.5625,-0.84814453125,0.3916015625,0.2080078125,19.0625,-5.8125,20.9375
0,162,141,298,915,469,109,58,83,0.57916259765625,0.5286865234375,0.2667236328125,-0.56024169921875,-0.81689453125,0.37646484375,0.1708984375,-4.75,-7.75,17.5
0,147,138,311,928,419,102,59,79,0.5841064453125,0.52655029296875,0.2664794921875,-0.55718994140625,-0.80078125,0.30712890625,0.2587890625,-26.625,-6.875,22.0
0,131,149,296,844,406,93,55,71,0.58941650390625,0.52410888671875,0.26531982421875,-0.55450439453125,-0.74755859375,0.3095703125,0.314453125,-24.1875,-8.25,23.125
0,100,146,306,813,400,93,51,63,0.595703125,0.52008056640625,0.2642822265625,-0.55206298828125,-0.79296875,0.25830078125,0.39990234375,-29.5625,-11.5,27.25
0,89,144,293,809,376,87,48,63,0.59930419921875,0.516845703125,0.26434326171875,-0.55120849609375,-0.73828125,0.072265625,0.36328125,-16.625,-7.0,21.4375
0,82,142,293,754,375,89,47,60,0.5980224609375,0.51806640625,0.26458740234375,-0.55126953125,-0.7666015625,0.04638671875,0.29541015625,13.0,7.3125,11.75
0,89,137,278,732,320,85,48,61,0.59466552734375,0.5224609375,0.26483154296875,-0.5506591796875,-0.88330078125,0.22509765625,0.2861328125,25.0,20.125,3.5625
0,127,141,333,844,392,95,56,68,0.59405517578125,0.5247802734375,0.26666259765625,-0.54827880859375,-0.93896484375,0.37060546875,0.357421875,0.8125,23.8125,2.9375
0,136,154,424,962,407,99,52,68,0.59552001953125,0.52545166015625,0.267822265625,-0.54547119140625,-0.986328125,0.37744140625,0.48046875,-7.0,21.375,11.0625
0,151,154,462,990,390,89,50,70,0.59613037109375,0.5281982421875,0.26611328125,-0.54290771484375,-0.95263671875,0.37646484375,0.4140625,10.8125,15.5625,19.1875
0,176,165,476,1013,381,88,57,81,0.599365234375,0.52880859375,0.2637939453125,-0.53985595703125,-0.908203125,0.43310546875,0.40478515625,-4.5625,3.9375,23.625
0,178,162,463,1023,404,98,62,85,0.60430908203125,0.5260009765625,0.2626953125,-0.53765869140625,-0.833984375,0.38427734375,0.369140625,-23.4375,-8.25,18.75
0,146,133,421,963,323,92,57,79,0.6097412109375,0.52197265625,0.262451171875,-0.53558349609375,-0.7470703125,0.3037109375,0.31005859375,-32.0,-12.625,18.375
0,138,117,325,856,351,97,58,75,0.61505126953125,0.518310546875,0.26263427734375,-0.532958984375,-0.60986328125,0.2255859375,0.23876953125,-32.3125,-10.125,20.875
0,134,134,298,780,401,104,60,68,0.6187744140625,0.51715087890625,0.2620849609375,-0.530029296875,-0.55810546875,0.2587890625,0.23095703125,-18.0,-1.0,20.0625
0,102,119,263,688,423,102,55,57,0.620361328125,0.51898193359375,0.26171875,-0.52655029296875,-0.71533203125,0.36572265625,0.21044921875,-5.4375,8.8125,16.8125
0,93,125,268,602,430,92,48,49,0.62127685546875,0.52105712890625,0.2630615234375,-0.52276611328125,-0.82568359375,0.369140625,0.2353515625,-6.9375,16.75,14.1875
0,90,129,282,532,443,131,51,47,0.62237548828125,0.522705078125,0.26422119140625,-0.5191650390625,-0.89501953125,0.318359375,0.28125,-6.125,15.625,19.3125
0,91,124,268,444,413,122,47,43,0.6234130859375,0.5242919921875,0.26470947265625,-0.51605224609375,-0.87890625,0.28857421875,0.27783203125,-2.375,12.1875,20.875
0,76,104,235,397,361,119,45,42,0.6248779296875,0.5252685546875,0.2655029296875,-0.512939453125,-0.865234375,0.32373046875,0.2509765625,-8.1875,9.5,18.0625
0,74,118,240,376,315,116,42,41,0.62744140625,0.5244140625,0.26678466796875,-0.50994873046875,-0.892578125,0.3916015625,0.29833984375,-19.4375,6.0625,13.5625
0,69,118,261,366,314,119,42,40,0.6314697265625,0.5211181640625,0.269775390625,-0.50677490234375,-0.9267578125,0.42822265625,0.291015625,-38.9375,2.125,7.6875
0,67,106,215,368,312,96,38,38,0.63616943359375,0.5164794921875,0.27386474609375,-0.50347900390625,-0.94580078125,0.4140625,0.30615234375,-48.8125,1.375,6.375
0,60,99,205,359,278,97,40,37,0.64080810546875,0.5120849609375,0.278076171875,-0.49981689453125,-0.9345703125,0.3857421875,0.3056640625,-48.375,3.875,8.6875
0,65,110,206,374,295,96,40,38,0.64434814453125,0.5091552734375,0.2816162109375,-0.4962158203125,-0.9267578125,0.37939453125,0.28466796875,-38.0,5.9375,9.75
0,63,97,192,375,316,96,40,39,0.647216796875,0.50714111328125,0.28472900390625,-0.49273681640625,-0.89794921875,0.38525390625,0.26318359375,-32.125,6.75,8.875
0,66,102,179,375,266,98,42,37,0.649658203125,0.50531005859375,0.2884521484375,-0.48919677734375,-0.88671875,0.353515625,0.2412109375,-31.8125,9.5,7.75
0,73,106,191,329,243,70,38,37,0.6510009765625,0.50445556640625,0.29229736328125,-0.4859619140625,-0.904296875,0.33837890625,0.23046875,-24.875,12.75,6.3125
0,69,107,203,332,248,68,36,37,0.651611328125,0.50433349609375,0.2960205078125,-0.48309326171875,-0.91845703125,0.33544921875,0.24609375,-18.5,15.75,4.5625
0,62,92,209,305,239,60,32,34,0.651611328125,0.50506591796875,0.2989501953125,-0.48046875,-0.93310546875,0.361328125,0.248046875,-11.3125,15.375,4.875
0,63,89,207,316,229,61,34,30,0.65179443359375,0.505859375,0.3013916015625,-0.4779052734375,-0.91552734375,0.375,0.24462890625,-10.4375,13.6875,4.875
0,67,78,185,300,226,49,33,32,0.6527099609375,0.505859375,0.30364990234375,-0.4752197265625,-0.8671875,0.38232421875,0.23779296875,-15.3125,10.9375,5.0
0,70,72,169,292,219,51,33,32,0.653564453125,0.50543212890625,0.3060302734375,-0.47296142578125,-0.8544921875,0.37353515625,0.2509765625,-15.8125,10.1875,2.5625
0,70,70,148,272,202,45,33,32,0.6544189453125,0.504638671875,0.308349609375,-0.47113037109375,-0.84765625,0.34716796875,0.2705078125,-15.4375,8.875,1.6875
0,69,69,124,256,180,44,32,33,0.65447998046875,0.504150390625,0.31005859375,-0.4703369140625,-0.8662109375,0.333984375,0.2822265625,-7.75,6.625,-1.125
0,66,72,147,226,176,42,31,32,0.654296875,0.50408935546875,0.31085205078125,-0.47021484375,-0.89501953125,0.3603515625,0.29150390625,-2.0,2.9375,-1.6875
0,68,66,145,237,171,42,31,32,0.654052734375,0.5040283203125,0.311279296875,-0.47027587890625,-0.876953125,0.3505859375,0.265625,-1.1875,-0.5,-1.375
0,75,94,184,227,170,41,32,34,0.6539306640625,0.50396728515625,0.311767578125,-0.47027587890625,-0.8740234375,0.33349609375,0.25830078125,-1.5,-0.375,-0.1875
0,75,92,185,213,161,39,31,32,0.6534423828125,0.50421142578125,0.3125,-0.47021484375,-0.880859375,0.33642578125,0.25439453125,-0.1875,1.75,-1.125
0,76,96,191,185,151,40,33,31,0.6529541015625,0.504150390625,0.31341552734375,-0.4703369140625,-0.89892578125,0.3408203125,0.25927734375,-1.625,1.4375,-2.4375
0,81,96,207,197,133,37,32,31,0.65252685546875,0.50421142578125,0.3138427734375,-0.47052001953125,-0.89208984375,0.35302734375,0.279296875,0.25,0.875,-2.5
0,73,97,197,167,128,35,31,29,0.6519775390625,0.50457763671875,0.3140869140625,-0.47076416015625,-0.88330078125,0.35009765625,0.2705078125,2.75,0.75,-1.75
0,57,73,178,194,145,34,28,26,0.65130615234375,0.5050048828125,0.3140869140625,-0.47125244140625,-0.892578125,0.3583984375,0.2880859375,4.0625,0.375,-2.625
0,63,78,194,220,142,34,29,30,0.65093994140625,0.5050048828125,0.314208984375,-0.47161865234375,-0.90576171875,0.38330078125,0.29052734375,0.9375,-0.25,-3.4375
0,69,74,195,244,150,36,29,29,0.6512451171875,0.50390625,0.31524658203125,-0.4716796875,-0.88037109375,0.349609375,0.265625,-8.4375,-1.6875,-4.125
0,62,71,177,259,158,38,29,30,0.65142822265625,0.5025634765625,0.3162841796875,-0.47216796875,-0.88427734375,0.32275390625,0.26806640625,-7.1875,-2.875,-4.75
0,66,68,184,276,160,44,28,29,0.65106201171875,0.501953125,0.317138671875,-0.4727783203125,-0.8642578125,0.31005859375,0.240234375,-3.125,-2.5,-4.75
0,78,86,245,295,164,47,33,31,0.65020751953125,0.50189208984375,0.31787109375,-0.47357177734375,-0.86669921875,0.3232421875,0.23486328125,0.875,-1.6875,-6.3125
0,74,89,239,270,182,50,32,29,0.6495361328125,0.50164794921875,0.31890869140625,-0.47406005859375,-0.859375,0.33251953125,0.24560546875,-1.75,0.875,-6.6875
0,70,98,237,255,196,53,33,29,0.64947509765625,0.5003662109375,0.32037353515625,-0.4744873046875,-0.86962890625,0.333984375,0.27099609375,-8.0625,-0.1875,-8.3125
0,71,105,243,241,181,62,35,29,0.6494140625,0.49896240234375,0.3214111328125,-0.47528076171875,-0.89501953125,0.3310546875,0.28369140625,-6.75,-3.0,-8.0
0,68,111,253,236,184,61,33,30,0.64874267578125,0.49835205078125,0.3218994140625,-0.4765625,-0.91162109375,0.29345703125,0.26904296875,1.25,-4.0625,-5.6875
0,51,103,189,193,163,57,27,26,0.6473388671875,0.4989013671875,0.321533203125,-0.47808837890625,-0.9091796875,0.2998046875,0.2666015625,9.8125,-4.0,-4.5625
0,64,96,182,194,151,54,28,26,0.645751953125,0.5,0.3206787109375,-0.479736328125,-0.9013671875,0.33642578125,0.2626953125,13.25,-4.1875,-5.875
0,58,85,192,186,133,50,26,26,0.6448974609375,0.5001220703125,0.3203125,-0.48095703125,-0.8779296875,0.35107421875,0.2548828125,4.9375,-5.125,-6.75
0,57,74,182,174,146,44,25,26,0.644775390625,0.4990234375,0.3203125,-0.48223876953125,-0.86669921875,0.32373046875,0.279296875,-1.6875,-7.0625,-7.25
0,65,66,180,139,133,40,26,25,0.64422607421875,0.49798583984375,0.32012939453125,-0.48419189453125,-0.85302734375,0.287109375,0.2890625,2.625,-7.6875,-8.4375
0,67,65,168,123,127,41,30,27,0.642822265625,0.49798583984375,0.31939697265625,-0.486572265625,-0.85986328125,0.28076171875,0.2861328125,11.0625,-6.9375,-8.4375
0,58,69,172,135,117,40,28,29,0.64105224609375,0.49853515625,0.3182373046875,-0.48907470703125,-0.8486328125,0.29638671875,0.29345703125,15.4375,-6.3125,-8.75
0,62,76,156,132,111,41,29,29,0.6392822265625,0.49908447265625,0.3170166015625,-0.4915771484375,-0.873046875,0.318359375,0.29638671875,15.25,-6.75,-9.875
0,61,72,139,119,83,33,27,29,0.6378173828125,0.49908447265625,0.3160400390625,-0.494140625,-0.8896484375,0.30615234375,0.3095703125,12.0625,-7.5,-9.8125
0,61,78,147,141,88,33,28,29,0.6361083984375,0.499267578125,0.3150634765625,-0.49676513671875,-0.88818359375,0.27783203125,0.30322265625,13.75,-7.25,-8.5625
0,54,69,157,136,95,30,25,28,0.6343994140625,0.499755859375,0.313720703125,-0.4993896484375,-0.8857421875,0.28369140625,0.302734375,16.0,-7.75,-7.8125
0,51,63,153,135,87,29,26,28,0.63275146484375,0.500244140625,0.3121337890625,-0.50189208984375,-0.8720703125,0.296875,0.318359375,16.3125,-7.3125,-7.75
0,50,62,175,162,107,25,25,27,0.63140869140625,0.50048828125,0.310791015625,-0.504150390625,-0.8662109375,0.30126953125,0.3046875,13.0,-7.375,-7.375
0,54,66,193,164,109,30,29,28,0.6304931640625,0.50006103515625,0.3096923828125,-0.50640869140625,-0.861328125,0.28564453125,0.328125,9.5625,-8.125,-7.1875
0,44,57,163,149,107,29,27,27,0.62945556640625,0.49981689453125,0.30841064453125,-0.50872802734375,-0.85546875,0.27392578125,0.33544921875,11.125,-7.6875,-6.3125
0,47,68,181,164,117,30,29,27,0.6282958984375,0.5,0.306884765625,-0.51092529296875,-0.87548828125,0.28759765625,0.33349609375,13.375,-7.3125,-5.8125
0,48,70,181,168,121,32,30,28,0.6273193359375,0.49993896484375,0.30548095703125,-0.512939453125,-0.86669921875,0.2890625,0.3359375,11.3125,-7.25,-5.125
0,59,69,166,142,112,36,31,29,0.62652587890625,0.49957275390625,0.30426025390625,-0.5150146484375,-0.85205078125,0.28125,0.33349609375,9.1875,-7.8125,-5.875
0,57,67,156,139,142,38,30,27,0.62579345703125,0.4993896484375,0.3028564453125,-0.5169677734375,-0.861328125,0.29150390625,0.34423828125,9.8125,-7.3125,-5.1875
0,56,67,169,160,149,38,30,27,0.6251220703125,0.4989013671875,0.30206298828125,-0.5186767578125,-0.859375,0.27978515625,0.3408203125,6.5625,-6.0,-5.6875
0,57,58,155,161,137,40,28,29,0.62445068359375,0.49835205078125,0.30126953125,-0.5205078125,-0.87841796875,0.26904296875,0.34375,7.0625,-6.6875,-5.125
0,57,56,161,189,145,41,27,26,0.62396240234375,0.49774169921875,0.30047607421875,-0.52203369140625,-0.8818359375,0.27685546875,0.35205078125,5.375,-6.25,-4.0625
0,50,53,164,198,154,38,28,28,0.623779296875,0.496826171875,0.3001708984375,-0.5234375,-0.85595703125,0.2568359375,0.33740234375,2.125,-5.9375,-4.0
0,56,52,156,202,167,35,28,31,0.62347412109375,0.49615478515625,0.2996826171875,-0.524658203125,-0.86181640625,0.27587890625,0.3486328125,3.0,-4.5625,-4.125
0,59,51,148,213,253,42,28,31,0.623291015625,0.495361328125,0.2998046875,-0.5255126953125,-0.86474609375,0.265625,0.357421875,0.25,-1.8125,-3.6875
0,59,87,154,223,266,41,28,30,0.62310791015625,0.49493408203125,0.29998779296875,-0.52606201171875,-0.88037109375,0.28173828125,0.33349609375,-0.3125,-1.375,-2.9375
0,66,93,172,200,262,38,29,32,0.623779296875,0.49359130859375,0.300537109375,-0.52618408203125,-0.89892578125,0.27001953125,0.34765625,-6.9375,-2.5625,-0.4375
0,61,92,168,196,255,40,27,31,0.62432861328125,0.4927978515625,0.30108642578125,-0.52593994140625,-0.90185546875,0.27001953125,0.3359375,-5.8125,-0.5625,1.625
0,55,94,168,193,228,38,26,27,0.6248779296875,0.49224853515625,0.30169677734375,-0.5255126953125,-0.89501953125,0.2724609375,0.3330078125,-5.5625,0.5,2.1875
0,59,99,162,152,113,33,28,32,0.62554931640625,0.49169921875,0.30224609375,-0.52484130859375,-0.880859375,0.2744140625,0.33349609375,-6.125,1.4375,3.0
0,57,67,137,121,94,31,27,30,0.6263427734375,0.4913330078125,0.30291748046875,-0.52392578125,-0.875,0.27978515625,0.32763671875,-7.0625,2.75,3.875
0,48,82,116,114,109,32,26,29,0.62701416015625,0.49114990234375,0.30377197265625,-0.5228271484375,-0.876953125,0.27783203125,0.31396484375,-6.875,3.5,4.0
0,65,86,127,124,110,30,28,30,0.6275634765625,0.49102783203125,0.3046875,-0.52166748046875,-0.87255859375,0.27734375,0.31005859375,-6.75,4.1875,4.0
0,63,84,121,121,126,31,27,29,0.6282958984375,0.4908447265625,0.30572509765625,-0.5203857421875,-0.8681640625,0.275390625,0.2890625,-8.4375,3.4375,4.3125
0,58,84,119,128,125,29,25,26,0.6290283203125,0.4906005859375,0.306884765625,-0.51904296875,-0.87744140625,0.2841796875,0.29541015625,-9.0,4.125,3.8125
0,59,84,134,123,114,27,26,27,0.63006591796875,0.490234375,0.3092041015625,-0.51678466796875,-0.88134765625,0.271484375,0.31201171875,-6.25,5.0,2.125
0,62,89,187,168,116,33,29,28,0.6302490234375,0.4903564453125,0.3101806640625,-0.51580810546875,-0.8994140625,0.28076171875,0.29541015625,-5.1875,4.4375,2.5625
0,56,100,187,163,113,35,28,28,0.63079833984375,0.4901123046875,0.3111572265625,-0.51483154296875,-0.9052734375,0.28076171875,0.3095703125,-6.875,3.3125,3.1875
0,60,102,203,181,114,36,29,29,0.63128662109375,0.49005126953125,0.31195068359375,-0.51373291015625,-0.88525390625,0.27099609375,0.2939453125,-6.0625,3.25,4.625
0,60,98,207,178,117,37,28,28,0.6318359375,0.49017333984375,0.3125,-0.51263427734375,-0.876953125,0.2861328125,0.3046875,-4.6875,3.75,4.4375
0,61,102,209,194,115,39,29,29,0.63250732421875,0.48992919921875,0.313232421875,-0.51165771484375,-0.8759765625,0.27392578125,0.3056640625,-6.4375,2.75,4.25
0,65,86,155,150,98,34,26,28,0.633056640625,0.48974609375,0.3138427734375,-0.51080322265625,-0.87939453125,0.2705078125,0.3046875,-5.375,2.25,4.0625
0,58,70,154,151,93,30,25,28,0.633544921875,0.4896240234375,0.31427001953125,-0.510009765625,-0.88134765625,0.27880859375,0.30322265625,-4.5,1.625,3.9375
0,59,73,158,194,93,27,24,27,0.63421630859375,0.4891357421875,0.31488037109375,-0.50927734375,-0.88037109375,0.2685546875,0.2900390625,-6.5625,0.0625,3.5625
0,58,77,164,200,91,28,25,29,0.6346435546875,0.48895263671875,0.3154296875,-0.508544921875,-0.87451171875,0.26611328125,0.2822265625,-4.9375,0.6875,3.4375
0,63,86,169,186,94,25,26,27,0.63507080078125,0.4888916015625,0.31585693359375,-0.50775146484375,-0.88037109375,0.2802734375,0.28955078125,-4.6875,1.3125,3.875
0,54,91,195,199,91,29,27,27,0.6356201171875,0.48876953125,0.31658935546875,-0.50677490234375,-0.89501953125,0.2890625,0.28564453125,-6.3125,1.5625,3.5625
0,51,91,186,194,88,29,28,28,0.6363525390625,0.48828125,0.3175048828125,-0.5057373046875,-0.888671875,0.27783203125,0.27685546875,-8.875,1.0,3.4375
0,45,89,168,130,67,31,30,30,0.636962890625,0.48797607421875,0.31817626953125,-0.50482177734375,-0.89208984375,0.2822265625,0.279296875,-6.625,0.5,3.625
0,45,87,169,144,73,29,29,29,0.6373291015625,0.48809814453125,0.318603515625,-0.50396728515625,-0.87158203125,0.27294921875,0.26416015625,-4.3125,0.75,4.5625
0,38,82,170,144,74,30,29,31,0.6376953125,0.4881591796875,0.31915283203125,-0.503173828125,-0.880859375,0.28564453125,0.2724609375,-4.375,0.8125,2.875
0,41,91,151,140,88,30,31,31,0.637939453125,0.4881591796875,0.31976318359375,-0.50238037109375,-0.90283203125,0.2900390625,0.275390625,-4.6875,1.3125,2.5625
0,59,99,162,148,93,31,30,33,0.6383056640625,0.4879150390625,0.320556640625,-0.501708984375,-0.90087890625,0.28955078125,0.27734375,-6.0,0.6875,1.875
0,59,97,158,146,92,29,29,31,0.6385498046875,0.48773193359375,0.3211669921875,-0.5010986328125,-0.8974609375,0.283203125,0.271484375,-4.8125,0.0625,1.875
0,61,97,166,164,84,31,31,31,0.638671875,0.4876708984375,0.3216552734375,-0.50079345703125,-0.89892578125,0.27001953125,0.271484375,-2.8125,-0.5625,1.8125
0,58,88,147,163,80,31,28,30,0.638427734375,0.488037109375,0.32171630859375,-0.50067138671875,-0.8935546875,0.279296875,0.27783203125,1.1875,-0.25,1.375
0,54,62,136,150,68,29,25,27,0.63818359375,0.4884033203125,0.3216552734375,-0.50067138671875,-0.89892578125,0.298828125,0.2841796875,1.3125,-0.6875,0.375
0,34,57,148,159,69,27,25,25,0.63812255859375,0.488037109375,0.322021484375,-0.5008544921875,-0.90283203125,0.27197265625,0.28271484375,-2.0,-2.1875,-0.75
0,34,59,158,170,67,27,25,26,0.637939453125,0.4879150390625,0.32208251953125,-0.50115966796875,-0.896484375,0.2822265625,0.28759765625,0.5,-2.5625,-1.125
0,29,59,176,169,68,26,24,23,0.63775634765625,0.48809814453125,0.322021484375,-0.50128173828125,-0.89306640625,0.2880859375,0.2822265625,0.8125,-1.6875,0.1875
0,48,68,192,173,84,25,26,26,0.637451171875,0.48822021484375,0.3221435546875,-0.50146484375,-0.8828125,0.27294921875,0.27197265625,0.875,-1.4375,-0.5625
0,49,74,200,173,107,25,25,27,0.63690185546875,0.48858642578125,0.3221435546875,-0.50177001953125,-0.8935546875,0.28857421875,0.28857421875,3.1875,-0.4375,-1.625
0,48,80,191,177,105,28,24,28,0.63641357421875,0.48895263671875,0.322265625,-0.50201416015625,-0.89990234375,0.27783203125,0.29150390625,2.8125,0.5625,-0.625
0,49,79,185,165,105,28,25,27,0.635986328125,0.48919677734375,0.322265625,-0.50225830078125,-0.89501953125,0.27880859375,0.29736328125,2.4375,-0.1875,-0.5625
0,50,81,152,130,106,28,26,29,0.63555908203125,0.4893798828125,0.32257080078125,-0.50250244140625,-0.8818359375,0.2646484375,0.2880859375,1.8125,0.4375,-1.0
0,34,76,132,140,93,27,24,28,0.63525390625,0.48974609375,0.322509765625,-0.5025634765625,-0.880859375,0.279296875,0.296875,2.5625,0.625,0.25
0,37,73,129,144,64,28,26,28,0.635009765625,0.4901123046875,0.322509765625,-0.50244140625,-0.8740234375,0.27197265625,0.28564453125,1.8125,1.1875,1.5
0,46,79,151,132,65,28,29,29,0.6346435546875,0.490478515625,0.3226318359375,-0.50250244140625,-0.88818359375,0.26904296875,0.29736328125,2.4375,1.25,0.5625
0,44,84,150,144,63,28,28,29,0.6343994140625,0.49078369140625,0.3226318359375,-0.5025634765625,-0.89208984375,0.28564453125,0.302734375,1.9375,0.9375,0.1875
0,47,79,156,146,58,38,28,30,0.63433837890625,0.49078369140625,0.32269287109375,-0.5025634765625,-0.8896484375,0.27392578125,0.28125,-0.5,0.9375,0.1875
0,48,85,181,153,61,50,29,30,0.63427734375,0.49078369140625,0.32275390625,-0.5025634765625,-0.89697265625,0.2744140625,0.283203125,-0.8125,-0.0625,0.25
0,53,90,176,164,59,51,31,32,0.63421630859375,0.4908447265625,0.32281494140625,-0.5025634765625,-0.89013671875,0.27490234375,0.27978515625,0.125,0.0,0.75
0,46,73,146,153,49,52,29,29,0.63397216796875,0.4910888671875,0.322998046875,-0.5025634765625,-0.89501953125,0.27197265625,0.26953125,1.0625,-0.5625,0.75
0,48,87,155,155,51,53,29,30,0.6336669921875,0.4915771484375,0.32269287109375,-0.502685546875,-0.88916015625,0.2783203125,0.27099609375,3.25,-1.5625,1.4375
0,55,88,150,158,50,46,29,28,0.63311767578125,0.4923095703125,0.322265625,-0.5028076171875,-0.8720703125,0.2841796875,0.26171875,4.9375,-1.0,0.6875
0,54,91,156,153,50,34,28,30,0.6326904296875,0.49298095703125,0.3218994140625,-0.5030517578125,-0.87353515625,0.28076171875,0.2744140625,5.0625,-0.5625,0.8125
0,49,85,152,138,43,32,25,28,0.6319580078125,0.49383544921875,0.32159423828125,-0.50323486328125,-0.87939453125,0.27880859375,0.28076171875,6.125,0.8125,0.375
0,53,101,160,166,46,30,26,30,0.631103515625,0.49481201171875,0.32122802734375,-0.503662109375,-0.900390625,0.2861328125,0.29541015625,7.875,1.5,-0.25
0,51,83,156,155,44,28,27,30,0.63018798828125,0.4957275390625,0.32098388671875,-0.5040283203125,-0.91552734375,0.2900390625,0.3037109375,7.5625,2.3125,-0.9375
0,51,88,182,177,51,29,25,30,0.62945556640625,0.4964599609375,0.3209228515625,-0.50421142578125,-0.90966796875,0.2900390625,0.2919921875,5.25,2.0,-0.4375
0,49,82,164,163,54,27,24,30,0.629150390625,0.496826171875,0.32086181640625,-0.50433349609375,-0.88671875,0.29052734375,0.3017578125,3.0625,1.6875,-0.0625
0,50,84,176,163,60,31,28,30,0.62872314453125,0.49725341796875,0.32098388671875,-0.50433349609375,-0.896484375,0.27978515625,0.30517578125,2.625,2.9375,0.3125
0,46,70,171,147,60,31,27,28,0.62841796875,0.49737548828125,0.32135009765625,-0.50439453125,-0.89501953125,0.26953125,0.30859375,1.5625,2.9375,-0.3125
0,46,81,196,157,64,33,29,29,0.62799072265625,0.4976806640625,0.32171630859375,-0.50439453125,-0.89892578125,0.287109375,0.296875,1.25,2.9375,-1.0
0,49,77,179,147,60,35,28,29,0.6278076171875,0.49774169921875,0.32232666015625,-0.504150390625,-0.89501953125,0.287109375,0.28466796875,-1.375,2.875,-0.75
0,51,76,192,153,55,34,29,27,0.6275634765625,0.49774169921875,0.32318115234375,-0.50390625,-0.88330078125,0.26220703125,0.27587890625,-2.0625,3.4375,-0.5
0,50,87,209,164,51,31,28,28,0.6270751953125,0.4979248046875,0.323974609375,-0.5037841796875,-0.8896484375,0.265625,0.27001953125,-0.0625,3.625,-1.4375
0,51,86,215,161,50,32,29,28,0.62640380859375,0.49859619140625,0.32452392578125,-0.50360107421875,-0.8994140625,0.291015625,0.2734375,1.875,4.4375,-1.3125
0,50,77,191,161,43,30,29,26,0.6259765625,0.49896240234375,0.3253173828125,-0.5032958984375,-0.904296875,0.291015625,0.27685546875,-0.4375,5.0,-1.375
0,39,82,214,164,51,27,30,25,0.62542724609375,0.499267578125,0.326416015625,-0.50299072265625,-0.89111328125,0.2705078125,0.24609375,-1.4375,4.625,-1.9375
0,36,88,192,158,50,28,29,26,0.6243896484375,0.49993896484375,0.3275146484375,-0.5028076171875,-0.919921875,0.26904296875,0.2568359375,1.875,6.0625,-2.3125
0,44,80,178,145,46,29,29,27,0.6234130859375,0.5010986328125,0.32830810546875,-0.50238037109375,-0.90771484375,0.28125,0.25634765625,3.5,7.5625,-0.6875
0,42,79,183,154,46,26,29,25,0.62274169921875,0.50189208984375,0.32904052734375,-0.501953125,-0.89892578125,0.2822265625,0.26708984375,1.9375,7.0625,-0.5625
0,44,77,186,171,54,27,29,29,0.6220703125,0.50250244140625,0.329833984375,-0.501708984375,-0.89599609375,0.26953125,0.2646484375,1.4375,6.1875,-1.25
0,41,69,150,148,42,28,27,29,0.6212158203125,0.50311279296875,0.33056640625,-0.5015869140625,-0.89306640625,0.26904296875,0.26123046875,2.375,5.75,-2.0
0,45,63,166,157,51,29,28,30,0.62030029296875,0.5037841796875,0.33154296875,-0.50146484375,-0.89892578125,0.26318359375,0.2470703125,2.0625,6.0,-2.125
0,49,54,153,165,53,28,29,31,0.61944580078125,0.5042724609375,0.3323974609375,-0.50140380859375,-0.91064453125,0.2685546875,0.2529296875,1.5625,5.5,-2.5
0,50,52,139,148,54,28,28,31,0.61871337890625,0.5048828125,0.3331298828125,-0.50128173828125,-0.9033203125,0.2744140625,0.24853515625,1.9375,5.0,-2.125
0,51,72,132,117,49,28,27,29,0.6177978515625,0.50531005859375,0.334228515625,-0.501220703125,-0.8994140625,0.25341796875,0.22412109375,0.875,4.8125,-2.6875
0,54,77,161,139,57,29,28,31,0.6168212890625,0.5059814453125,0.334716796875,-0.50146484375,-0.9033203125,0.26953125,0.23681640625,3.8125,3.5,-3.1875
0,50,74,143,124,48,28,26,29,0.61578369140625,0.50665283203125,0.33514404296875,-0.50177001953125,-0.89404296875,0.26220703125,0.2275390625,4.5,2.75,-2.9375
